play_id,committing,disadvantaged,decision,committing_position,disadvantaged_position
51910,Anthony Edwards,Aaron Holiday,CC,G,G
51911,JaKarr Sampson,Ricky Rubio,CNC,F,G
51912,Karl-Anthony Towns,Caris LeVert,CNC,C-F,G
51913,Deandre Ayton,Rudy Gobert,CC,C,C
51914,Jae Crowder,Bojan Bogdanovic,CNC,F,F
51915,Deandre Ayton,Royce O'Neale,CNC,C,F
51916,Royce O'Neale,Chris Paul,CNC,F,G
51917,Cameron Johnson,Mike Conley,CNC,F,G
51918,Chris Paul,Mike Conley,CNC,G,G
51919,Royce O'Neale,Chris Paul,CNC,F,G
51920,Devin Booker,Donovan Mitchell,CNC,G,G
51921,Rudy Gobert,Jae Crowder,CNC,C,F
51922,Deandre Ayton,Mike Conley,CNC,C,G
51923,Mike Conley,Chris Paul,CNC,G,G
51924,Deandre Ayton,Bojan Bogdanovic,CNC,C,F
51925,Donovan Mitchell,Cameron Johnson,CNC,G,F
51926,Chris Paul,Rudy Gobert,CNC,G,C
51927,Rudy Gobert,Devin Booker,CNC,C,G
51928,Rudy Gobert,Devin Booker,CNC,C,G
51929,Jae Crowder,Donovan Mitchell,CNC,F,G
51930,Donovan Mitchell,Devin Booker,CNC,G,G
51931,Deandre Ayton,Donovan Mitchell,CNC,C,G
51932,Donovan Mitchell,Devin Booker,CNC,G,G
51933,Rudy Gobert,Cameron Johnson,CNC,C,F
51934,Royce O'Neale,Chris Paul,CNC,F,G
51935,Rudy Gobert,Devin Booker,CNC,C,G
51936,Devin Booker,Donovan Mitchell,CNC,G,G
51937,Mike Conley,Chris Paul,CNC,G,G
51938,Rudy Gobert,Deandre Ayton,CNC,C,C
51939,Deandre Ayton,Rudy Gobert,CNC,C,C
51940,Jae Crowder,Mike Conley,CC,F,G
51941,Donovan Mitchell,Cameron Johnson,CC,G,F
51942,Donovan Mitchell,Devin Booker,INC,G,G
51943,Donovan Mitchell,Devin Booker,CC,G,G
51944,Torrey Craig,Donovan Mitchell,CC,F,G
51945,Mike Conley,Chris Paul,CC,G,G
51946,Rudy Gobert,Torrey Craig,CNC,C,F
51947,Jae Crowder,Donovan Mitchell,CNC,F,G
51948,Josh Okogie,Jaylen Brown,CNC,G,G-F
51949,Tristan Thompson,D'Angelo Russell,CNC,C-F,G
51950,Jayson Tatum,Jaden McDaniels,CNC,F-G,F
51951,Josh Okogie,Jayson Tatum,CNC,G,F-G
51952,Jayson Tatum,Josh Okogie,CNC,F-G,G
51953,Josh Okogie,Jayson Tatum,CNC,G,F-G
51954,Tristan Thompson,Karl-Anthony Towns,CNC,C-F,C-F
51956,Marcus Smart,D'Angelo Russell,CNC,G,G
51957,Grant Williams,D'Angelo Russell,CNC,F,G
51958,Grant Williams,Jaden McDaniels,CNC,F,F
51959,Karl-Anthony Towns,Kemba Walker,CNC,C-F,G
51960,Anthony Edwards,Jayson Tatum,CNC,G,F-G
51961,Jaylen Brown,D'Angelo Russell,CNC,G-F,G
51962,Grant Williams,D'Angelo Russell,CNC,F,G
51963,Jaden McDaniels,Jayson Tatum,CNC,F,F-G
51964,Anthony Edwards,Kemba Walker,CNC,G,G
51965,Jaylen Brown,D'Angelo Russell,IC,G-F,G
51966,Karl-Anthony Towns,Jayson Tatum,CC,C-F,F-G
51967,D'Angelo Russell,Jaylen Brown,CNC,G,G-F
51968,Tristan Thompson,Jaden McDaniels,CNC,C-F,F
51969,Karl-Anthony Towns,Tristan Thompson,CNC,C-F,C-F
51970,Jayson Tatum,Jaden McDaniels,CNC,F-G,F
51971,Juancho Hernangomez,Marcus Smart,CC,F,G
51972,Kemba Walker,D'Angelo Russell,CNC,G,G
51973,D'Angelo Russell,Jayson Tatum,CNC,G,F-G
51974,Tristan Thompson,Jaden McDaniels,INC,C-F,F
51975,Jaden McDaniels,Jaylen Brown,CC,F,G-F
51976,Marcus Smart,D'Angelo Russell,CNC,G,G
51977,Jaylen Brown,D'Angelo Russell,CNC,G-F,G
51978,Karl-Anthony Towns,Marcus Smart,CNC,C-F,G
51979,Juancho Hernangomez,Jaylen Brown,CC,F,G-F
51980,Karl-Anthony Towns,Marcus Smart,CNC,C-F,G
51981,Nikola Jokic,Derrick White,CNC,C,G
51982,Nikola Jokic,Jakob Poeltl,CNC,C,C
51983,Jakob Poeltl,Nikola Jokic,CNC,C,C
51984,Jakob Poeltl,Nikola Jokic,CC,C,C
51985,Keldon Johnson,Michael Porter Jr.,CNC,F-G,F
51986,Michael Porter Jr.,Jakob Poeltl,CNC,F,C
51987,DeMar DeRozan,Nikola Jokic,CC,G-F,C
51988,PJ Dozier,Derrick White,CNC,G-F,G
51989,Jakob Poeltl,Nikola Jokic,CNC,C,C
51990,Nikola Jokic,Derrick White,CNC,C,G
51991,Jakob Poeltl,Monte Morris,CC,C,G
51992,Aaron Gordon,DeMar DeRozan,IC,F,G-F
51993,Nikola Jokic,Dejounte Murray,CNC,C,G
51994,Jakob Poeltl,Nikola Jokic,INC,C,C
51995,Michael Porter Jr.,Derrick White,CNC,F,G
51996,DeMar DeRozan,Will Barton,CC,G-F,G
51997,Will Barton,Derrick White,CNC,G,G
51998,Will Barton,Derrick White,IC,G,G
51999,Keldon Johnson,Michael Porter Jr.,CC,F-G,F
52000,Nikola Jokic,Jakob Poeltl,CNC,C,C
52001,Michael Porter Jr.,Keldon Johnson,CNC,F,F-G
52002,Keldon Johnson,Michael Porter Jr.,CNC,F-G,F
52003,Michael Porter Jr.,Keldon Johnson,CNC,F,F-G
52004,Andrew Wiggins,Bradley Beal,CNC,F,G
52005,Draymond Green,Bradley Beal,CNC,F,G
52006,Rui Hachimura,Andrew Wiggins,CC,F,F
52007,Draymond Green,Rui Hachimura,CNC,F,F
52009,Draymond Green,Bradley Beal,CNC,F,G
52010,Russell Westbrook,Stephen Curry,CC,G,G
52011,Rui Hachimura,Stephen Curry,CC,F,G
52012,Andrew Wiggins,Bradley Beal,CC,F,G
52013,Deni Avdija,Damion Lee,CNC,F,G-F
52014,Andrew Wiggins,Bradley Beal,CC,F,G
52015,Kyle Anderson,Alec Burks,CC,F-G,G
52017,Jonas Valanciunas,Taj Gibson,CNC,C,F
52018,Julius Randle,Kyle Anderson,CNC,F-C,F-G
52019,Alec Burks,Jonas Valanciunas,CC,G,C
52020,Kyle Anderson,Julius Randle,IC,F-G,F-C
52021,RJ Barrett,Ja Morant,CNC,F-G,G
52022,Taj Gibson,Jonas Valanciunas,CNC,F,C
52023,Dillon Brooks,RJ Barrett,CC,G-F,F-G
52024,Taj Gibson,Ja Morant,CC,F,G
52025,Dillon Brooks,Julius Randle,CNC,G-F,F-C
52026,Taj Gibson,Jonas Valanciunas,CC,F,C
52027,Ja Morant,RJ Barrett,CNC,G,F-G
52028,Ja Morant,Alec Burks,CNC,G,G
52029,Alec Burks,Ja Morant,CNC,G,G
52030,Julius Randle,Ja Morant,CC,F-C,G
52031,Alec Burks,Jonas Valanciunas,CNC,G,C
52032,Kyle Anderson,Julius Randle,CNC,F-G,F-C
52034,Jonas Valanciunas,Julius Randle,CNC,C,F-C
52035,Kyle Anderson,Julius Randle,CC,F-G,F-C
52036,Reggie Bullock,Grayson Allen,INC,G-F,G
52037,Nerlens Noel,Kyle Anderson,CC,C-F,F-G
52038,Grayson Allen,Julius Randle,CC,G,F-C
52040,Kyle Anderson,Alec Burks,CC,F-G,G
52041,Grayson Allen,Immanuel Quickley,CC,G,G
52042,Domantas Sabonis,Chuma Okeke,CNC,F-C,F
52043,Wendell Carter Jr.,Caris LeVert,INC,C-F,G
52044,Wendell Carter Jr.,Caris LeVert,CNC,C-F,G
52045,Domantas Sabonis,James Ennis,CNC,F-C,F
52046,Wendell Carter Jr.,Domantas Sabonis,CNC,C-F,F-C
52047,Domantas Sabonis,Michael Carter-Williams,CC,F-C,G
52048,Domantas Sabonis,Michael Carter-Williams,CC,F-C,G
52049,James Ennis,Malcolm Brogdon,CNC,F,G
52051,Michael Carter-Williams,T.J. McConnell,CNC,G,G
52052,Wendell Carter Jr.,Domantas Sabonis,CNC,C-F,F-C
52053,Domantas Sabonis,Terrence Ross,CNC,F-C,G-F
52054,Chuma Okeke,Malcolm Brogdon,CC,F,G
52055,Caris LeVert,James Ennis,CC,G,F
52056,Michael Carter-Williams,Malcolm Brogdon,CNC,G,G
52057,Michael Carter-Williams,T.J. McConnell,CC,G,G
52058,Domantas Sabonis,Michael Carter-Williams,CNC,F-C,G
52059,Devonte' Graham,Lou Williams,CC,G,G
52060,Miles Bridges,Bogdan Bogdanovic,CNC,F,G
52061,Miles Bridges,Clint Capela,CNC,F,C
52062,Brandon Goodwin,Brad Wanamaker,CNC,G,G
52063,Terry Rozier,Brandon Goodwin,INC,G,G
52064,Devonte' Graham,Clint Capela,CC,G,C
52065,Miles Bridges,Brandon Goodwin,CC,F,G
52066,Devonte' Graham,Bogdan Bogdanovic,CNC,G,G
52067,Solomon Hill,Terry Rozier,CNC,F,G
52068,Terry Rozier,Solomon Hill,INC,G,F
52069,Jalen McDaniels,Bogdan Bogdanovic,CC,F-C,G
52070,Zion Williamson,Dean Wade,CNC,F,F-C
52071,Steven Adams,Dean Wade,CNC,C,F-C
52072,Dean Wade,Steven Adams,CNC,F-C,C
52073,Steven Adams,Kevin Love,CNC,C,F-C
52074,Isaac Okoro,Brandon Ingram,CNC,F-G,F
52075,Isaac Okoro,Zion Williamson,CNC,F-G,F
52076,Eric Bledsoe,Matthew Dellavedova,CNC,G,G
52077,Cedi Osman,Eric Bledsoe,CNC,F,G
52078,James Johnson,Cedi Osman,CC,F,F
52079,Brandon Ingram,Kevin Love,CNC,F,F-C
52080,Dean Wade,Zion Williamson,CNC,F-C,F
52081,Zion Williamson,Matthew Dellavedova,CNC,F,G
52082,Cedi Osman,Eric Bledsoe,CC,F,G
52083,Kira Lewis Jr.,Dean Wade,CNC,G,F-C
52084,Lamar Stevens,Brandon Ingram,CC,F,F
52085,James Johnson,Dean Wade,CNC,F,F-C
52086,Rudy Gay,Dorian Finney-Smith,CNC,F-G,F
52087,Keldon Johnson,Luka Doncic,CNC,F-G,F-G
52088,Derrick White,Jalen Brunson,CNC,G,G
52089,Dejounte Murray,Josh Richardson,CNC,G,G
52090,Kristaps Porzingis,DeMar DeRozan,CC,F-C,G-F
52091,Keldon Johnson,Luka Doncic,CNC,F-G,F-G
52092,Keldon Johnson,Luka Doncic,CC,F-G,F-G
52093,Josh Richardson,DeMar DeRozan,CNC,G,G-F
52094,Keldon Johnson,Josh Richardson,CNC,F-G,G
52095,Josh Richardson,DeMar DeRozan,CNC,G,G-F
52096,Keldon Johnson,Luka Doncic,CNC,F-G,F-G
52097,Dejounte Murray,Dorian Finney-Smith,CNC,G,F
52098,Rudy Gay,Josh Richardson,CNC,F-G,G
52099,Derrick White,Dorian Finney-Smith,CNC,G,F
52100,Dorian Finney-Smith,DeMar DeRozan,CNC,F,G-F
52101,Dejounte Murray,Luka Doncic,CNC,G,F-G
52102,Jonas Valanciunas,Justin Holiday,CNC,C,F-G
52103,Justin Holiday,Jonas Valanciunas,CC,F-G,C
52104,Desmond Bane,T.J. McConnell,CNC,G,G
52105,Domantas Sabonis,Ja Morant,CNC,F-C,G
52106,Domantas Sabonis,Jonas Valanciunas,CNC,F-C,C
52107,Domantas Sabonis,Ja Morant,CNC,F-C,G
52108,Dillon Brooks,Caris LeVert,CNC,G-F,G
52109,T.J. McConnell,Ja Morant,INC,G,G
52110,Caris LeVert,Desmond Bane,CNC,G,G
52111,Malcolm Brogdon,Ja Morant,CNC,G,G
52112,Desmond Bane,Caris LeVert,CC,G,G
52113,Desmond Bane,Malcolm Brogdon,CC,G,G
52114,Coby White,Karl-Anthony Towns,CNC,G,C-F
52115,Coby White,Josh Okogie,CNC,G,G
52116,Troy Brown Jr.,D'Angelo Russell,CNC,G-F,G
52117,Anthony Edwards,Coby White,CNC,G,G
52118,Naz Reid,Nikola Vucevic,CNC,C-F,C
52119,Troy Brown Jr.,D'Angelo Russell,CNC,G-F,G
52120,Zach LaVine,Josh Okogie,CNC,G-F,G
52121,Josh Okogie,Zach LaVine,CC,G,G-F
52122,Zach LaVine,Josh Okogie,CNC,G-F,G
52123,Zach LaVine,Josh Okogie,CNC,G-F,G
52124,Josh Okogie,Zach LaVine,CNC,G,G-F
52125,Karl-Anthony Towns,Coby White,CNC,C-F,G
52127,Daniel Theis,Karl-Anthony Towns,CNC,F-C,C-F
52128,Troy Brown Jr.,Karl-Anthony Towns,CNC,G-F,C-F
52129,Karl-Anthony Towns,Zach LaVine,CNC,C-F,G-F
52130,Nikola Vucevic,Karl-Anthony Towns,CNC,C,C-F
52131,Josh Okogie,Coby White,CNC,G,G
52132,Karl-Anthony Towns,Zach LaVine,CC,C-F,G-F
52133,Naz Reid,Daniel Theis,CNC,C-F,F-C
52134,Karl-Anthony Towns,Patrick Williams,CNC,C-F,F
52135,Troy Brown Jr.,D'Angelo Russell,CNC,G-F,G
52136,Daniel Theis,Karl-Anthony Towns,CC,F-C,C-F
52137,Josh Okogie,Zach LaVine,CNC,G,G-F
52138,Josh Okogie,Zach LaVine,INC,G,G-F
52139,Alec Burks,Kyle Lowry,IC,G,G
52140,Chris Boucher,Alec Burks,CNC,F-C,G
52141,Pascal Siakam,Julius Randle,CNC,F,F-C
52142,Julius Randle,Pascal Siakam,CNC,F-C,F
52143,Kyle Lowry,Julius Randle,CNC,G,F-C
52144,Julius Randle,Pascal Siakam,CC,F-C,F
52145,Alec Burks,Pascal Siakam,CNC,G,F
52146,Julius Randle,Kyle Lowry,CNC,F-C,G
52147,Nerlens Noel,Gary Trent Jr.,CNC,C-F,G-F
52148,Julius Randle,Pascal Siakam,CNC,F-C,F
52149,Nerlens Noel,Pascal Siakam,CC,C-F,F
52151,Pascal Siakam,Alec Burks,CC,F,G
52153,Pascal Siakam,Julius Randle,CC,F,F-C
52154,Chris Boucher,Reggie Bullock,CNC,F-C,G-F
52155,Pascal Siakam,Julius Randle,CC,F,F-C
52156,Julius Randle,Chris Boucher,CNC,F-C,F-C
52157,Rudy Gobert,Bradley Beal,INC,C,G
52158,Rudy Gobert,Daniel Gafford,CNC,C,F-C
52159,Daniel Gafford,Donovan Mitchell,CNC,F-C,G
52160,Bradley Beal,Donovan Mitchell,CC,G,G
52161,Rudy Gobert,Daniel Gafford,CNC,C,F-C
52162,Royce O'Neale,Russell Westbrook,CNC,F,G
52163,Russell Westbrook,Royce O'Neale,CNC,G,F
52164,Joe Ingles,Bradley Beal,CNC,F-G,G
52165,Bradley Beal,Joe Ingles,CNC,G,F-G
52166,Bojan Bogdanovic,Bradley Beal,CNC,F,G
52167,Isaac Bonga,Bojan Bogdanovic,CNC,G,F
52168,Rui Hachimura,Bojan Bogdanovic,CC,F,F
52169,Donovan Mitchell,Raul Neto,CNC,G,G
52170,Donovan Mitchell,Raul Neto,CC,G,G
52171,Royce O'Neale,Bradley Beal,CC,F,G
52172,Rudy Gobert,Deni Avdija,CNC,C,F
52173,Joe Ingles,Russell Westbrook,CNC,F-G,G
52174,Bradley Beal,Donovan Mitchell,CNC,G,G
52175,Davis Bertans,Royce O'Neale,CNC,F,F
52176,Joe Ingles,Bradley Beal,CC,F-G,G
52177,Raul Neto,Royce O'Neale,CNC,G,F
52178,Royce O'Neale,Isaac Bonga,CNC,F,G
52179,Bradley Beal,Donovan Mitchell,CNC,G,G
52180,Royce O'Neale,Raul Neto,CC,F,G
52181,Donovan Mitchell,Deni Avdija,CNC,G,F
52182,Deni Avdija,Donovan Mitchell,CNC,F,G
52183,Cody Zeller,Dennis Schroder,CNC,F-C,G
52184,Kyle Kuzma,Devonte' Graham,CNC,F,G
52185,Caleb Martin,Kyle Kuzma,CNC,F,F
52186,Cody Zeller,Andre Drummond,CC,F-C,C
52187,Andre Drummond,Cody Zeller,CNC,C,F-C
52188,Andre Drummond,Caleb Martin,CNC,C,F
52189,Andre Drummond,Caleb Martin,CNC,C,F
52190,Andre Drummond,Miles Bridges,CNC,C,F
52191,Alex Caruso,Devonte' Graham,CNC,G,G
52192,Devonte' Graham,Alex Caruso,CC,G,G
52193,Dennis Schroder,Devonte' Graham,INC,G,G
52194,Cody Zeller,Dennis Schroder,CNC,F-C,G
52195,Cody Zeller,Dennis Schroder,CNC,F-C,G
52196,Jalen McDaniels,Kyle Kuzma,CC,F-C,F
52197,Cody Zeller,Alex Caruso,CNC,F-C,G
52198,Alex Caruso,Devonte' Graham,CNC,G,G
52199,Andre Drummond,Cody Zeller,CNC,C,F-C
52200,Miles Bridges,Kyle Kuzma,CC,F,F
52201,Jayson Tatum,Norman Powell,CNC,F-G,G
52202,Jusuf Nurkic,Robert Williams,CNC,C,C-F
52203,Marcus Smart,Norman Powell,CNC,G,G
52204,Jaylen Brown,Damian Lillard,INC,G-F,G
52205,Jusuf Nurkic,Jayson Tatum,CC,C,F-G
52206,Kemba Walker,Norman Powell,CNC,G,G
52207,Jusuf Nurkic,Jayson Tatum,CC,C,F-G
52208,Grant Williams,Jusuf Nurkic,CNC,F,C
52209,Marcus Smart,Damian Lillard,CNC,G,G
52210,Marcus Smart,Damian Lillard,CNC,G,G
52211,Robert Covington,Marcus Smart,CC,F,G
52212,Clint Capela,Pascal Siakam,CNC,C,F
52213,Malachi Flynn,Brandon Goodwin,CNC,G,G
52214,Malachi Flynn,Brandon Goodwin,CNC,G,G
52216,Kevin Huerter,Chris Boucher,CNC,G-F,F-C
52217,Bogdan Bogdanovic,Pascal Siakam,CC,G,F
52218,Solomon Hill,Pascal Siakam,CNC,F,F
52219,Kevin Huerter,Pascal Siakam,CC,G-F,F
52220,Pascal Siakam,Bogdan Bogdanovic,CC,F,G
52221,Pascal Siakam,Brandon Goodwin,CC,F,G
52222,Solomon Hill,Malachi Flynn,CNC,F,G
52223,OG Anunoby,Brandon Goodwin,CC,F,G
52224,Solomon Hill,Pascal Siakam,CNC,F,F
52225,OG Anunoby,Kevin Huerter,CNC,F,G-F
52226,Malachi Flynn,Clint Capela,CNC,G,C
52227,OG Anunoby,Brandon Goodwin,CC,F,G
52228,Jerami Grant,Terance Mann,CNC,F,G-F
52229,Mason Plumlee,Ivica Zubac,CNC,F-C,C
52230,Terance Mann,Killian Hayes,CNC,G-F,G
52231,Ivica Zubac,Jerami Grant,CNC,C,F
52232,Mason Plumlee,Terance Mann,CNC,F-C,G-F
52233,Mason Plumlee,Reggie Jackson,CNC,F-C,G
52235,Jerami Grant,Ivica Zubac,CNC,F,C
52236,Killian Hayes,Ivica Zubac,CNC,G,C
52237,Nicolas Batum,Mason Plumlee,CNC,G-F,F-C
52238,Amir Coffey,Mason Plumlee,CC,G-F,F-C
52239,Jerami Grant,Terance Mann,CNC,F,G-F
52240,Nicolas Batum,Jerami Grant,CNC,G-F,F
52241,Killian Hayes,Terance Mann,CNC,G,G-F
52242,Saddiq Bey,Amir Coffey,CNC,F,G-F
52243,Mason Plumlee,Terance Mann,CNC,F-C,G-F
52244,Amir Coffey,Killian Hayes,CNC,G-F,G
52245,Dillon Brooks,Luka Doncic,CNC,G-F,F-G
52246,Luka Doncic,Ja Morant,CNC,F-G,G
52247,Dillon Brooks,Jalen Brunson,CNC,G-F,G
52248,Dillon Brooks,Kristaps Porzingis,CNC,G-F,F-C
52249,Maxi Kleber,Jonas Valanciunas,CNC,F,C
52250,Jonas Valanciunas,Kristaps Porzingis,CNC,C,F-C
52251,Kristaps Porzingis,Dillon Brooks,CNC,F-C,G-F
52252,Jonas Valanciunas,Luka Doncic,CNC,C,F-G
52253,Luka Doncic,Ja Morant,CC,F-G,G
52254,Maxi Kleber,Dillon Brooks,CNC,F,G-F
52255,Jonas Valanciunas,Luka Doncic,CC,C,F-G
52256,Jonas Valanciunas,Luka Doncic,CC,C,F-G
52257,Kristaps Porzingis,Jonas Valanciunas,CNC,F-C,C
52258,Dorian Finney-Smith,Grayson Allen,CC,F,G
52259,Dillon Brooks,Dwight Powell,CNC,G-F,F-C
52260,Dillon Brooks,Luka Doncic,CNC,G-F,F-G
52261,Nicolas Claxton,Danny Green,CNC,F-C,G
52262,Nicolas Claxton,Danny Green,CNC,F-C,G
52263,Joel Embiid,Landry Shamet,CNC,C-F,G
52264,Bruce Brown,Furkan Korkmaz,CC,G-F,G-F
52265,Furkan Korkmaz,Nicolas Claxton,CNC,G-F,F-C
52266,Joel Embiid,Bruce Brown,CNC,C-F,G-F
52267,Nicolas Claxton,Ben Simmons,CC,F-C,G-F
52268,Ben Simmons,Landry Shamet,CNC,G-F,G
52269,Ben Simmons,Landry Shamet,CC,G-F,G
52271,Nicolas Claxton,Joel Embiid,CNC,F-C,C-F
52272,Alize Johnson,Joel Embiid,CC,F,C-F
52273,Landry Shamet,Ben Simmons,INC,G,G-F
52274,Furkan Korkmaz,Alize Johnson,CNC,G-F,F
52275,Alize Johnson,Joel Embiid,CNC,F,C-F
52276,Alize Johnson,Joel Embiid,INC,F,C-F
52278,Alize Johnson,Danny Green,CC,F,G
52279,Bruce Brown,Ben Simmons,CC,G-F,G-F
52280,Nicolas Claxton,Joel Embiid,CNC,F-C,C-F
52281,Landry Shamet,Danny Green,CNC,G,G
52282,Ben Simmons,Alize Johnson,CNC,G-F,F
52283,Pascal Siakam,Patty Mills,CNC,F,G
52284,Khem Birch,DeMar DeRozan,CC,C,G-F
52286,Pascal Siakam,DeMar DeRozan,CC,F,G-F
52287,DeMar DeRozan,Chris Boucher,CNC,G-F,F-C
52288,Chris Boucher,Patty Mills,CC,F-C,G
52289,OG Anunoby,DeMar DeRozan,CNC,F,G-F
52290,Dejounte Murray,Chris Boucher,INC,G,F-C
52291,Chris Boucher,Dejounte Murray,CNC,F-C,G
52292,Dejounte Murray,Malachi Flynn,CC,G,G
52293,Derrick White,Pascal Siakam,CNC,G,F
52294,Dejounte Murray,Pascal Siakam,CNC,G,F
52295,Rudy Gay,Pascal Siakam,CC,F-G,F
52296,Chris Boucher,Derrick White,CC,F-C,G
52297,Patty Mills,OG Anunoby,CNC,G,F
52298,Derrick White,Malachi Flynn,CC,G,G
52299,Pascal Siakam,Dejounte Murray,CNC,F,G
52300,Dejounte Murray,Pascal Siakam,CNC,G,F
52301,DeMar DeRozan,Malachi Flynn,CC,G-F,G
52302,Chris Boucher,Derrick White,CNC,F-C,G
52303,Marcus Morris,Joel Embiid,CC,F,C-F
52304,Ben Simmons,Paul George,CNC,G-F,F
52305,Danny Green,Marcus Morris,CNC,G,F
52306,Joel Embiid,Reggie Jackson,CNC,C-F,G
52307,Rajon Rondo,Joel Embiid,CNC,G,C-F
52308,Joel Embiid,Rajon Rondo,CNC,C-F,G
52309,Nicolas Batum,Ben Simmons,CNC,G-F,G-F
52310,Joel Embiid,Nicolas Batum,INC,C-F,G-F
52311,Danny Green,Paul George,CNC,G,F
52312,Ben Simmons,Paul George,CNC,G-F,F
52313,Marcus Morris,Furkan Korkmaz,CC,F,G-F
52314,Paul George,Danny Green,CNC,F,G
52315,Nicolas Batum,Ben Simmons,CNC,G-F,G-F
52316,Danny Green,Marcus Morris,CNC,G,F
52317,Joel Embiid,Rajon Rondo,CNC,C-F,G
52318,Joel Embiid,Marcus Morris,CNC,C-F,F
52319,Joel Embiid,Marcus Morris,CNC,C-F,F
52320,Nicolas Batum,Danny Green,CC,G-F,G
52321,Ben Simmons,Paul George,CNC,G-F,F
52322,Joel Embiid,Ivica Zubac,CNC,C-F,C
52323,Danny Green,Marcus Morris,CNC,G,F
52324,Joel Embiid,Ivica Zubac,CNC,C-F,C
52326,Matisse Thybulle,Paul George,CNC,G-F,F
52327,Dejounte Murray,Anfernee Simons,CNC,G,G
52328,Dejounte Murray,Anfernee Simons,CC,G,G
52329,Jakob Poeltl,Norman Powell,CNC,C,G
52331,Norman Powell,DeMar DeRozan,CNC,G,G-F
52332,CJ McCollum,DeMar DeRozan,CNC,G,G-F
52333,Robert Covington,Derrick White,CNC,F,G
52334,Robert Covington,Lonnie Walker IV,CNC,F,G-F
52335,Derrick White,Norman Powell,CNC,G,G
52336,Jakob Poeltl,Norman Powell,CC,C,G
52337,Norman Powell,DeMar DeRozan,CNC,G,G-F
52338,Derrick Jones Jr.,Rudy Gay,CNC,F,F-G
52339,CJ McCollum,Jakob Poeltl,CNC,G,C
52340,Robert Covington,Jakob Poeltl,INC,F,C
52341,Brandon Ingram,Raul Neto,CNC,F,G
52342,Daniel Gafford,Brandon Ingram,CNC,F-C,F
52344,Eric Bledsoe,Bradley Beal,CC,G,G
52346,Daniel Gafford,Zion Williamson,CNC,F-C,F
52347,Daniel Gafford,Zion Williamson,CNC,F-C,F
52348,Zion Williamson,Daniel Gafford,CNC,F,F-C
52349,Steven Adams,Russell Westbrook,CNC,C,G
52350,Zion Williamson,Bradley Beal,CNC,F,G
52351,Rui Hachimura,Brandon Ingram,CNC,F,F
52352,Daniel Gafford,Steven Adams,CNC,F-C,C
52353,Eric Bledsoe,Russell Westbrook,CNC,G,G
52354,Daniel Gafford,Zion Williamson,CNC,F-C,F
52356,Bradley Beal,Brandon Ingram,CNC,G,F
52357,Russell Westbrook,Eric Bledsoe,CNC,G,G
52359,Steven Adams,Daniel Gafford,CNC,C,F-C
52360,Lonzo Ball,Bradley Beal,CNC,G,G
52361,Eric Bledsoe,Daniel Gafford,CNC,G,F-C
52362,Eric Bledsoe,Daniel Gafford,INC,G,F-C
52363,Raul Neto,Brandon Ingram,CNC,G,F
52364,Raul Neto,Naji Marshall,CNC,G,F
52365,Zion Williamson,Daniel Gafford,CNC,F,F-C
52366,Steven Adams,Bradley Beal,CNC,C,G
52367,Daniel Gafford,Naji Marshall,CNC,F-C,F
52369,Bradley Beal,Eric Bledsoe,CNC,G,G
52370,Brandon Ingram,Raul Neto,CNC,F,G
52371,Rui Hachimura,Zion Williamson,CNC,F,F
52373,Zion Williamson,Russell Westbrook,CC,F,G
52374,Russell Westbrook,Brandon Ingram,CNC,G,F
52375,Marcus Smart,Stephen Curry,CNC,G,G
52376,Grant Williams,Kent Bazemore,CC,F,G-F
52377,Grant Williams,Draymond Green,CNC,F,F
52378,Stephen Curry,Kemba Walker,CNC,G,G
52379,Grant Williams,Stephen Curry,CNC,F,G
52380,Kevon Looney,Jayson Tatum,CNC,F,F-G
52382,Marcus Smart,Draymond Green,CNC,G,F
52383,Andrew Wiggins,Jayson Tatum,CC,F,F-G
52384,Andrew Wiggins,Kemba Walker,CC,F,G
52385,Andre Drummond,Jordan Clarkson,CNC,C,G
52386,Ersan Ilyasova,Kentavious Caldwell-Pope,IC,F,G
52387,Talen Horton-Tucker,Royce O'Neale,CNC,G,F
52388,Markieff Morris,Bojan Bogdanovic,CNC,F,F
52389,Ersan Ilyasova,Kentavious Caldwell-Pope,CNC,F,G
52390,Markieff Morris,Jordan Clarkson,CNC,F,G
52391,Dennis Schroder,Ersan Ilyasova,INC,G,F
52392,Royce O'Neale,Talen Horton-Tucker,CNC,F,G
52393,Dennis Schroder,Jordan Clarkson,CNC,G,G
52394,Dennis Schroder,Jordan Clarkson,CNC,G,G
52395,Markieff Morris,Royce O'Neale,CNC,F,F
52396,Dennis Schroder,Jordan Clarkson,CC,G,G
52397,Kyle Kuzma,Royce O'Neale,CNC,F,F
52398,Markieff Morris,Royce O'Neale,CNC,F,F
52399,Alex Caruso,Bojan Bogdanovic,CNC,G,F
52400,Joe Ingles,Kyle Kuzma,CNC,F-G,F
52401,Dennis Schroder,Jordan Clarkson,CNC,G,G
52402,Royce O'Neale,Dennis Schroder,CNC,F,G
52403,Dennis Schroder,Jordan Clarkson,CNC,G,G
52404,Dennis Schroder,Jordan Clarkson,CNC,G,G
52405,Landry Shamet,Trevor Ariza,CNC,G,F
52406,Bam Adebayo,Bruce Brown,CNC,C-F,G-F
52407,Andre Iguodala,Kyrie Irving,CNC,G-F,G
